,0,1
356,2231,7624
357,2231,16851
358,2231,1245
359,2231,103
360,2231,1896
361,2231,1640
362,2231,13548
363,2231,7030
364,2231,1146
365,16828,17604
366,16828,17605
367,16828,74568
368,16828,7624
369,16828,16851
370,16828,1245
371,16828,103
372,16828,1896
373,16828,1640
374,16828,13548
375,16828,7030
376,16828,1146
377,17604,17605
378,17604,74568
379,17604,7624
380,17604,16851
381,17604,1245
382,17604,103
383,17604,1896
384,17604,1640
385,17604,13548
386,17604,7030
387,17604,1146
388,17605,74568
389,17605,7624
390,17605,16851
391,17605,1245
392,17605,103
393,17605,1896
394,17605,1640
395,17605,13548
396,17605,7030
397,17605,1146
398,74568,7624
399,74568,16851
400,74568,1245
401,74568,103
402,74568,1896
403,74568,1640
404,74568,13548
405,74568,7030
406,74568,1146
407,7624,16851
408,7624,1245
409,7624,103
410,7624,1896
411,7624,1640
412,7624,13548
413,7624,7030
414,7624,1146
415,16851,1245
416,16851,103
417,16851,1896
418,16851,1640
419,16851,13548
420,16851,7030
421,16851,1146
422,1245,103
423,1245,1896
424,1245,1640
425,1245,13548
426,1245,7030
427,1245,1146
428,103,1896
429,103,1640
430,103,13548
431,103,7030
432,103,1146
433,1896,1640
434,1896,13548
435,1896,7030
436,1896,1146
437,1640,13548
438,1640,7030
439,1640,1146
440,13548,7030
441,13548,1146
442,7030,1146
443,1283,388
444,1283,1923
445,1283,20999
446,1283,5658
447,1283,234922
448,1283,11180
449,1283,11184
450,1283,9138
451,1283,202032
452,1283,60348
453,1283,956224
454,1283,11207
455,1283,96841
456,1283,11212
457,1283,140368
458,1283,96851
459,1283,4566
460,1283,477
461,1283,10978
462,1283,10980
463,1283,9191
464,1283,10988
465,1283,10989
466,1283,10990
467,1283,10991
468,1283,10993
469,1283,15737
470,388,1923
471,388,20999
472,388,5658
473,388,234922
474,388,11180
475,388,11184
476,388,9138
477,388,202032
478,388,60348
479,388,956224
480,388,11207
481,388,96841
482,388,11212
483,388,140368
484,388,96851
485,388,4566
486,388,477
487,388,10978
488,388,10980
489,388,9191
490,388,10988
491,388,10989
492,388,10990
493,388,10991
494,388,10993
495,388,15737
496,1923,20999
497,1923,5658
498,1923,234922
499,1923,11180
500,1923,11184
501,1923,9138
502,1923,202032
503,1923,60348
504,1923,956224
505,1923,11207
506,1923,96841
507,1923,11212
508,1923,140368
509,1923,96851
510,1923,4566
511,1923,477
512,1923,10978
513,1923,10980
514,1923,9191
515,1923,10988
516,1923,10989
517,1923,10990
518,1923,10991
519,1923,10993
520,1923,15737
521,20999,5658
522,20999,234922
523,20999,11180
524,20999,11184
525,20999,9138
526,20999,202032
527,20999,60348
528,20999,956224
529,20999,11207
530,20999,96841
531,20999,11212
532,20999,140368
533,20999,96851
534,20999,4566
535,20999,477
536,20999,10978
537,20999,10980
538,20999,9191
539,20999,10988
540,20999,10989
541,20999,10990
542,20999,10991
543,20999,10993
544,20999,15737
545,5658,234922
546,5658,11180
547,5658,11184
548,5658,9138
549,5658,202032
550,5658,60348
551,5658,956224
552,5658,11207
553,5658,96841
554,5658,11212
555,5658,140368
556,5658,96851
557,5658,4566
558,5658,477
559,5658,10978
560,5658,10980
561,5658,9191
562,5658,10988
563,5658,10989
564,5658,10990
565,5658,10991
566,5658,10993
567,5658,15737
568,234922,11180
569,234922,11184
570,234922,9138
571,234922,202032
572,234922,60348
573,234922,956224
574,234922,11207
575,234922,96841
576,234922,11212
577,234922,140368
578,234922,96851
579,234922,4566
580,234922,477
581,234922,10978
582,234922,10980
583,234922,9191
584,234922,10988
585,234922,10989
586,234922,10990
587,234922,10991
588,234922,10993
589,234922,15737
590,11180,11184
591,11180,9138
592,11180,202032
593,11180,60348
594,11180,956224
595,11180,11207
596,11180,96841
597,11180,11212
598,11180,140368
599,11180,96851
600,11180,4566
601,11180,477
602,11180,10978
603,11180,10980
604,11180,9191
605,11180,10988
606,11180,10989
607,11180,10990
608,11180,10991
609,11180,10993
610,11180,15737
611,11184,9138
612,11184,202032
613,11184,60348
614,11184,956224
615,11184,11207
616,11184,96841
617,11184,11212
618,11184,140368
619,11184,96851
620,11184,4566
621,11184,477
622,11184,10978
623,11184,10980
624,11184,9191
625,11184,10988
626,11184,10989
627,11184,10990
628,11184,10991
629,11184,10993
630,11184,15737
631,9138,202032
632,9138,60348
633,9138,956224
634,9138,11207
635,9138,96841
636,9138,11212
637,9138,140368
638,9138,96851
639,9138,4566
640,9138,477
641,9138,10978
642,9138,10980
643,9138,9191
644,9138,10988
645,9138,10989
646,9138,10990
647,9138,10991
648,9138,10993
649,9138,15737
650,202032,60348
651,202032,956224
652,202032,11207
653,202032,96841
654,202032,11212
655,202032,140368
656,202032,96851
657,202032,4566
658,202032,477
659,202032,10978
660,202032,10980
661,202032,9191
662,202032,10988
663,202032,10989
664,202032,10990
665,202032,10991
666,202032,10993
667,202032,15737
668,60348,956224
669,60348,11207
670,60348,96841
671,60348,11212
672,60348,140368
673,60348,96851
674,60348,4566
675,60348,477
676,60348,10978
677,60348,10980
678,60348,9191
679,60348,10988
680,60348,10989
681,60348,10990
682,60348,10991
683,60348,10993
684,60348,15737
685,956224,11207
686,956224,96841
687,956224,11212
688,956224,140368
689,956224,96851
690,956224,4566
691,956224,477
692,956224,10978
693,956224,10980
694,956224,9191
695,956224,10988
696,956224,10989
697,956224,10990
698,956224,10991
699,956224,10993
700,956224,15737
701,11207,96841
702,11207,11212
703,11207,140368
704,11207,96851
705,11207,4566
706,11207,477
707,11207,10978
708,11207,10980
709,11207,9191
710,11207,10988
711,11207,10989
712,11207,10990
713,11207,10991
714,11207,10993
715,11207,15737
716,96841,11212
717,96841,140368
718,96841,96851
719,96841,4566
720,96841,477
721,96841,10978
722,96841,10980
723,96841,9191
724,96841,10988
725,96841,10989
726,96841,10990
727,96841,10991
728,96841,10993
729,96841,15737
730,11212,140368
731,11212,96851
732,11212,4566
733,11212,477
734,11212,10978
735,11212,10980
736,11212,9191
737,11212,10988
738,11212,10989
739,11212,10990
740,11212,10991
741,11212,10993
742,11212,15737
743,140368,96851
744,140368,4566
745,140368,477
746,140368,10978
747,140368,10980
748,140368,9191
749,140368,10988
750,140368,10989
751,140368,10990
752,140368,10991
753,140368,10993
754,140368,15737
755,96851,4566
756,96851,477
757,96851,10978
758,96851,10980
759,96851,9191
760,96851,10988
761,96851,10989
762,96851,10990
763,96851,10991
764,96851,10993
765,96851,15737
766,4566,477
767,4566,10978
768,4566,10980
769,4566,9191
770,4566,10988
771,4566,10989
772,4566,10990
773,4566,10991
774,4566,10993
775,4566,15737
776,477,10978
777,477,10980
778,477,9191
779,477,10988
780,477,10989
781,477,10990
782,477,10991
783,477,10993
784,477,15737
785,10978,10980
786,10978,9191
787,10978,10988
788,10978,10989
789,10978,10990
790,10978,10991
791,10978,10993
792,10978,15737
793,10980,9191
794,10980,10988
795,10980,10989
796,10980,10990
797,10980,10991
798,10980,10993
799,10980,15737
800,9191,10988
801,9191,10989
802,9191,10990
803,9191,10991
804,9191,10993
805,9191,15737
806,10988,10989
807,10988,10990
808,10988,10991
809,10988,10993
810,10988,15737
811,10989,10990
812,10989,10991
813,10989,10993
814,10989,15737
815,10990,10991
816,10990,10993
817,10990,15737
818,10991,10993
819,10991,15737
820,10993,15737
821,2320,2975
822,2320,934
823,2320,17832
824,2320,50217
825,2320,31028
826,2320,11831
827,2320,9273
828,2320,2882
829,2320,43202
830,2320,335
831,2320,22227
832,2320,12371
833,2320,73968
834,2320,1269
835,2320,9464
836,2975,934
837,2975,17832
838,2975,50217
839,2975,31028
840,2975,11831
841,2975,9273
842,2975,2882
843,2975,43202
844,2975,335
845,2975,22227
846,2975,12371
847,2975,73968
848,2975,1269
849,2975,9464
850,934,17832
851,934,50217
852,934,31028
853,934,11831
854,934,9273
855,934,2882
856,934,43202
857,934,335
858,934,22227
859,934,12371
860,934,73968
861,934,1269
862,934,9464
863,17832,50217
864,17832,31028
865,17832,11831
866,17832,9273
867,17832,2882
868,17832,43202
869,17832,335
870,17832,22227
871,17832,12371
872,17832,73968
873,17832,1269
874,17832,9464
875,50217,31028
876,50217,11831
877,50217,9273
878,50217,2882
879,50217,43202
880,50217,335
881,50217,22227
882,50217,12371
883,50217,73968
884,50217,1269
885,50217,9464
886,31028,11831
887,31028,9273
888,31028,2882
889,31028,43202
890,31028,335
891,31028,22227
892,31028,12371
893,31028,73968
894,31028,1269
895,31028,9464
896,11831,9273
897,11831,2882
898,11831,43202
899,11831,335
900,11831,22227
901,11831,12371
902,11831,73968
903,11831,1269
904,11831,9464
905,9273,2882
906,9273,43202
907,9273,335
908,9273,22227
909,9273,12371
910,9273,73968
911,9273,1269
912,9273,9464
913,2882,43202
914,2882,335
915,2882,22227
916,2882,12371
917,2882,73968
918,2882,1269
919,2882,9464
920,43202,335
921,43202,22227
922,43202,12371
923,43202,73968
924,43202,1269
925,43202,9464
926,335,22227
927,335,12371
928,335,73968
929,335,1269
930,335,9464
931,22227,12371
932,22227,73968
933,22227,1269
934,22227,9464
935,12371,73968
936,12371,1269
937,12371,9464
938,73968,1269
939,73968,9464
940,1269,9464
941,1926,25130
942,1926,17839
943,1926,25136
944,1926,11184
945,1926,3896
946,1926,22970
947,1926,3063
948,25130,17839
949,25130,25136
950,25130,11184
951,25130,3896
952,25130,22970
953,25130,3063
954,17839,25136
955,17839,11184
956,17839,3896
957,17839,22970
958,17839,3063
959,25136,11184
960,25136,3896
961,25136,22970
962,25136,3063
963,11184,3896
964,11184,22970
965,11184,3063
966,3896,22970
967,3896,3063
968,22970,3063
969,6413,2201
970,6413,58787
971,6413,934
972,6413,2983
973,6413,202032
974,6413,121529
975,6413,13633
976,6413,75076
977,6413,20300
978,6413,34515
979,6413,15576
980,6413,79072
981,6413,227
982,6413,114019
983,6413,112
984,6413,25072
985,2201,58787
986,2201,934
987,2201,2983
988,2201,202032
989,2201,121529
990,2201,13633
991,2201,75076
992,2201,20300
993,2201,34515
994,2201,15576
995,2201,79072
996,2201,227
997,2201,114019
998,2201,112
999,2201,25072
1000,58787,934
1001,58787,2983
1002,58787,202032
1003,58787,121529
1004,58787,13633
1005,58787,75076
1006,58787,20300
1007,58787,34515
1008,58787,15576
1009,58787,79072
1010,58787,227
1011,58787,114019
1012,58787,112
1013,58787,25072
1014,934,2983
1015,934,202032
1016,934,121529
1017,934,13633
1018,934,75076
1019,934,20300
1020,934,34515
1021,934,15576
1022,934,79072
1023,934,227
1024,934,114019
1025,934,112
1026,934,25072
1027,2983,202032
1028,2983,121529
1029,2983,13633
1030,2983,75076
1031,2983,20300
1032,2983,34515
1033,2983,15576
1034,2983,79072
1035,2983,227
1036,2983,114019
1037,2983,112
1038,2983,25072
1039,202032,121529
1040,202032,13633
1041,202032,75076
1042,202032,20300
1043,202032,34515
1044,202032,15576
1045,202032,79072
1046,202032,227
1047,202032,114019
1048,202032,112
1049,202032,25072
1050,121529,13633
1051,121529,75076
1052,121529,20300
1053,121529,34515
1054,121529,15576
1055,121529,79072
1056,121529,227
1057,121529,114019
1058,121529,112
1059,121529,25072
1060,13633,75076
1061,13633,20300
1062,13633,34515
1063,13633,15576
1064,13633,79072
1065,13633,227
1066,13633,114019
1067,13633,112
1068,13633,25072
1069,75076,20300
1070,75076,34515
1071,75076,15576
1072,75076,79072
1073,75076,227
1074,75076,114019
1075,75076,112
1076,75076,25072
1077,20300,34515
1078,20300,15576
1079,20300,79072
1080,20300,227
1081,20300,114019
1082,20300,112
1083,20300,25072
1084,34515,15576
1085,34515,79072
1086,34515,227
1087,34515,114019
1088,34515,112
1089,34515,25072
1090,15576,79072
1091,15576,227
1092,15576,114019
1093,15576,112
1094,15576,25072
1095,79072,227
1096,79072,114019
1097,79072,112
1098,79072,25072
1099,227,114019
1100,227,112
1101,227,25072
1102,114019,112
1103,114019,25072
1104,112,25072
1105,11275,58769
1106,11275,7060
1107,11275,34715
1108,11275,71580
1109,11275,72095
1110,11275,1327
1111,11275,25136
1112,11275,95047
1113,11275,19034
1114,11275,114019
1115,11275,30315
1116,11275,112
1117,11275,114
1118,58769,7060
1119,58769,34715
1120,58769,71580
1121,58769,72095
1122,58769,1327
1123,58769,25136
1124,58769,95047
1125,58769,19034
1126,58769,114019
1127,58769,30315
1128,58769,112
1129,58769,114
1130,7060,34715
1131,7060,71580
1132,7060,72095
1133,7060,1327
1134,7060,25136
1135,7060,95047
1136,7060,19034
1137,7060,114019
1138,7060,30315
1139,7060,112
1140,7060,114
1141,34715,71580
1142,34715,72095
1143,34715,1327
1144,34715,25136
1145,34715,95047
1146,34715,19034
1147,34715,114019
1148,34715,30315
1149,34715,112
1150,34715,114
1151,71580,72095
1152,71580,1327
1153,71580,25136
1154,71580,95047
1155,71580,19034
1156,71580,114019
1157,71580,30315
1158,71580,112
1159,71580,114
1160,72095,1327
1161,72095,25136
1162,72095,95047
1163,72095,19034
1164,72095,114019
1165,72095,30315
1166,72095,112
1167,72095,114
1168,1327,25136
1169,1327,95047
1170,1327,19034
1171,1327,114019
1172,1327,30315
1173,1327,112
1174,1327,114
1175,25136,95047
1176,25136,19034
1177,25136,114019
1178,25136,30315
1179,25136,112
1180,25136,114
1181,95047,19034
1182,95047,114019
1183,95047,30315
1184,95047,112
1185,95047,114
1186,19034,114019
1187,19034,30315
1188,19034,112
1189,19034,114
1190,114019,30315
1191,114019,112
1192,114019,114
1193,30315,112
1194,30315,114
1195,112,114
1196,1281,10912
1197,1281,937
1198,1281,16431
1199,1281,1327
1200,1281,2227
1201,1281,6972
1202,1281,8784
1203,1281,8534
1204,1281,5470
1205,1281,113
1206,10912,937
1207,10912,16431
1208,10912,1327
1209,10912,2227
1210,10912,6972
1211,10912,8784
1212,10912,8534
1213,10912,5470
1214,10912,113
1215,937,16431
1216,937,1327
1217,937,2227
1218,937,6972
1219,937,8784
1220,937,8534
1221,937,5470
1222,937,113
1223,16431,1327
1224,16431,2227
1225,16431,6972
1226,16431,8784
1227,16431,8534
1228,16431,5470
1229,16431,113
1230,1327,2227
1231,1327,6972
1232,1327,8784
1233,1327,8534
1234,1327,5470
1235,1327,113
1236,2227,6972
1237,2227,8784
1238,2227,8534
1239,2227,5470
1240,2227,113
1241,6972,8784
1242,6972,8534
1243,6972,5470
1244,6972,113
1245,8784,8534
1246,8784,5470
1247,8784,113
1248,8534,5470
1249,8534,113
1250,5470,113
1251,2053,2076
1252,2053,29214
1253,2053,6193
1254,2053,3713
1255,2053,204
1256,2053,42286
1257,2053,8534
1258,2053,8536
1259,2053,1369
1260,2053,3981
1261,2053,1954
1262,2053,4031
1263,2053,65524
1264,2076,29214
1265,2076,6193
1266,2076,3713
1267,2076,204
1268,2076,42286
1269,2076,8534
1270,2076,8536
1271,2076,1369
1272,2076,3981
1273,2076,1954
1274,2076,4031
1275,2076,65524
1276,29214,6193
1277,29214,3713
1278,29214,204
1279,29214,42286
1280,29214,8534
1281,29214,8536
1282,29214,1369
1283,29214,3981
1284,29214,1954
1285,29214,4031
1286,29214,65524
1287,6193,3713
1288,6193,204
1289,6193,42286
1290,6193,8534
1291,6193,8536
1292,6193,1369
1293,6193,3981
1294,6193,1954
1295,6193,4031
1296,6193,65524
1297,3713,204
1298,3713,42286
1299,3713,8534
1300,3713,8536
1301,3713,1369
1302,3713,3981
1303,3713,1954
1304,3713,4031
1305,3713,65524
1306,204,42286
1307,204,8534
1308,204,8536
1309,204,1369
1310,204,3981
1311,204,1954
1312,204,4031
1313,204,65524
1314,42286,8534
1315,42286,8536
1316,42286,1369
1317,42286,3981
1318,42286,1954
1319,42286,4031
1320,42286,65524
1321,8534,8536
1322,8534,1369
1323,8534,3981
1324,8534,1954
1325,8534,4031
1326,8534,65524
1327,8536,1369
1328,8536,3981
1329,8536,1954
1330,8536,4031
1331,8536,65524
1332,1369,3981
1333,1369,1954
1334,1369,4031
1335,1369,65524
1336,3981,1954
1337,3981,4031
1338,3981,65524
1339,1954,4031
1340,1954,65524
1341,4031,65524
1342,6162,172069
1343,6162,3141
1344,6162,21134
1345,6162,3223
1346,6162,150194
1347,6162,17604
1348,6162,22226
1349,6162,1245
1350,6162,227
1351,6162,81685
1352,6162,3872
1353,6162,1896
1354,6162,53650
1355,6162,15250
1356,6162,7060
1357,6162,16828
1358,6162,1981
1359,6162,7624
1360,6162,60898
1361,172069,3141
1362,172069,21134
1363,172069,3223
1364,172069,150194
1365,172069,17604
1366,172069,22226
1367,172069,1245
1368,172069,227
1369,172069,81685
1370,172069,3872
1371,172069,1896
1372,172069,53650
1373,172069,15250
1374,172069,7060
1375,172069,16828
1376,172069,1981
1377,172069,7624
1378,172069,60898
1379,3141,21134
1380,3141,3223
1381,3141,150194
1382,3141,17604
1383,3141,22226
1384,3141,1245
1385,3141,227
1386,3141,81685
1387,3141,3872
1388,3141,1896
1389,3141,53650
1390,3141,15250
1391,3141,7060
1392,3141,16828
1393,3141,1981
1394,3141,7624
1395,3141,60898
1396,21134,3223
1397,21134,150194
1398,21134,17604
1399,21134,22226
1400,21134,1245
1401,21134,227
1402,21134,81685
1403,21134,3872
1404,21134,1896
1405,21134,53650
1406,21134,15250
1407,21134,7060
1408,21134,16828
1409,21134,1981
1410,21134,7624
1411,21134,60898
1412,3223,150194
1413,3223,17604
1414,3223,22226
1415,3223,1245
1416,3223,227
1417,3223,81685
1418,3223,3872
1419,3223,1896
1420,3223,53650
1421,3223,15250
1422,3223,7060
1423,3223,16828
1424,3223,1981
1425,3223,7624
1426,3223,60898
1427,150194,17604
1428,150194,22226
1429,150194,1245
1430,150194,227
1431,150194,81685
1432,150194,3872
1433,150194,1896
1434,150194,53650
1435,150194,15250
1436,150194,7060
1437,150194,16828
1438,150194,1981
1439,150194,7624
1440,150194,60898
1441,17604,22226
1442,17604,1245
1443,17604,227
1444,17604,81685
1445,17604,3872
1446,17604,1896
1447,17604,53650
1448,17604,15250
1449,17604,7060
1450,17604,16828
1451,17604,1981
1452,17604,7624
1453,17604,60898
1454,22226,1245
1455,22226,227
1456,22226,81685
1457,22226,3872
1458,22226,1896
1459,22226,53650
1460,22226,15250
1461,22226,7060
1462,22226,16828
1463,22226,1981
1464,22226,7624
1465,22226,60898
1466,1245,227
1467,1245,81685
1468,1245,3872
1469,1245,1896
1470,1245,53650
1471,1245,15250
1472,1245,7060
1473,1245,16828
1474,1245,1981
1475,1245,7624
1476,1245,60898
1477,227,81685
1478,227,3872
1479,227,1896
1480,227,53650
1481,227,15250
1482,227,7060
1483,227,16828
1484,227,1981
1485,227,7624
1486,227,60898
1487,81685,3872
1488,81685,1896
1489,81685,53650
1490,81685,15250
1491,81685,7060
1492,81685,16828
1493,81685,1981
1494,81685,7624
1495,81685,60898
1496,3872,1896
1497,3872,53650
1498,3872,15250
1499,3872,7060
1500,3872,16828
1501,3872,1981
1502,3872,7624
1503,3872,60898
1504,1896,53650
1505,1896,15250
1506,1896,7060
1507,1896,16828
1508,1896,1981
1509,1896,7624
1510,1896,60898
1511,53650,15250
1512,53650,7060
1513,53650,16828
1514,53650,1981
1515,53650,7624
1516,53650,60898
1517,15250,7060
1518,15250,16828
1519,15250,1981
1520,15250,7624
1521,15250,60898
1522,7060,16828
1523,7060,1981
1524,7060,7624
1525,7060,60898
1526,16828,1981
1527,16828,7624
1528,16828,60898
1529,1981,7624
1530,1981,60898
1531,7624,60898
1532,14592,170635
1533,14592,20750
1534,14592,543505
1535,14592,11669
1536,14592,17181
1537,14592,97446
1538,14592,18997
1539,14592,116278
1540,14592,7132
1541,14592,73457
1542,170635,20750
1543,170635,543505
1544,170635,11669
1545,170635,17181
1546,170635,97446
1547,170635,18997
1548,170635,116278
1549,170635,7132
1550,170635,73457
1551,20750,543505
1552,20750,11669
1553,20750,17181
1554,20750,97446
1555,20750,18997
1556,20750,116278
1557,20750,7132
1558,20750,73457
1559,543505,11669
1560,543505,17181
1561,543505,97446
1562,543505,18997
1563,543505,116278
1564,543505,7132
1565,543505,73457
1566,11669,17181
1567,11669,97446
1568,11669,18997
1569,11669,116278
1570,11669,7132
1571,11669,73457
1572,17181,97446
1573,17181,18997
1574,17181,116278
1575,17181,7132
1576,17181,73457
1577,97446,18997
1578,97446,116278
1579,97446,7132
1580,97446,73457
1581,18997,116278
1582,18997,7132
1583,18997,73457
1584,116278,7132
1585,116278,73457
1586,7132,73457
1587,139549,17064
1588,139549,5309
1589,139549,8784
1590,139549,118617
1591,139549,5469
1592,139549,3810
1593,139549,2038
1594,139549,15737
1595,17064,5309
1596,17064,8784
1597,17064,118617
1598,17064,5469
1599,17064,3810
1600,17064,2038
1601,17064,15737
1602,5309,8784
1603,5309,118617
1604,5309,5469
1605,5309,3810
1606,5309,2038
1607,5309,15737
1608,8784,118617
1609,8784,5469
1610,8784,3810
1611,8784,2038
1612,8784,15737
1613,118617,5469
1614,118617,3810
1615,118617,2038
1616,118617,15737
1617,5469,3810
1618,5469,2038
1619,5469,15737
1620,3810,2038
1621,3810,15737
1622,2038,15737
1623,529,6162
1624,529,18473
1625,529,121953
1626,529,103
1627,529,49275
1628,529,3223
1629,529,15556
1630,529,46814
1631,529,2282
1632,529,12052
1633,529,17181
1634,529,14670
1635,529,1366
1636,529,1896
1637,529,1480047
1638,529,193946
1639,529,15277
1640,529,6573
1641,529,17857
1642,529,7624
1643,529,15860
1644,6162,18473
1645,6162,121953
1646,6162,103
1647,6162,49275
1648,6162,3223
1649,6162,15556
1650,6162,46814
1651,6162,2282
1652,6162,12052
1653,6162,17181
1654,6162,14670
1655,6162,1366
1656,6162,1896
1657,6162,1480047
1658,6162,193946
1659,6162,15277
1660,6162,6573
1661,6162,17857
1662,6162,7624
1663,6162,15860
1664,18473,121953
1665,18473,103
1666,18473,49275
1667,18473,3223
1668,18473,15556
1669,18473,46814
1670,18473,2282
1671,18473,12052
1672,18473,17181
1673,18473,14670
1674,18473,1366
1675,18473,1896
1676,18473,1480047
1677,18473,193946
1678,18473,15277
1679,18473,6573
1680,18473,17857
1681,18473,7624
1682,18473,15860
1683,121953,103
1684,121953,49275
1685,121953,3223
1686,121953,15556
1687,121953,46814
1688,121953,2282
1689,121953,12052
1690,121953,17181
1691,121953,14670
1692,121953,1366
1693,121953,1896
1694,121953,1480047
1695,121953,193946
1696,121953,15277
1697,121953,6573
1698,121953,17857
1699,121953,7624
1700,121953,15860
