,vote_average,genre_name_disc,profit,gender,id,name
135,6.5,Drama,60000000.0,2,21089,Bruce Greenwood
136,6.5,Comedy,120000000.0,2,206,Jim Carrey
137,6.5,Drama,230000000.0,2,118,Geoffrey Rush
138,6.0,Drama,20000000.0,2,11477,Ray Liotta
139,6.5,Drama,160000000.0,2,13014,Toby Jones
140,6.5,Drama,70000000.0,1,19492,Viola Davis
141,6.5,Action,150000000.0,2,2053,Bill Paxton
142,6.5,Drama,100000000.0,2,134,Jamie Foxx
143,6.5,Drama,100000000.0,1,204,Kate Winslet
144,6.5,Drama,200000000.0,1,1813,Anne Hathaway
145,5.5,Comedy,70000000.0,2,61981,Michael Clarke Duncan
146,6.0,Comedy,110000000.0,2,12900,Wallace Shawn
147,6.0,Drama,30000000.0,2,6065,Dennis Quaid
148,6.0,Action,60000000.0,1,3136,Salma Hayek
149,6.0,Comedy,80000000.0,2,11662,Jason Lee
150,6.0,Action,170000000.0,2,18918,Dwayne Johnson
151,6.0,Drama,40000000.0,2,879,Billy Bob Thornton
152,6.5,Drama,60000000.0,1,1276,Patricia Clarkson
153,6.5,Action,60000000.0,2,193,Gene Hackman
154,6.5,Drama,100000000.0,2,454,Michael Peña
155,6.0,Comedy,50000000.0,2,17485,Oliver Platt
156,6.5,Drama,110000000.0,2,658,Alfred Molina
157,6.0,Action,150000000.0,1,11701,Angelina Jolie
158,6.0,Comedy,130000000.0,1,43775,Jane Lynch
159,6.5,Drama,120000000.0,2,2954,Jeffrey Wright
160,6.0,Action,40000000.0,2,2372,Ron Perlman
161,6.5,Drama,50000000.0,2,973,Jason Flemyng
162,6.0,Drama,90000000.0,2,10127,Jon Voight
163,6.0,Comedy,120000000.0,2,10859,Ryan Reynolds
164,6.5,Action,80000000.0,2,934,Russell Crowe
165,6.5,Drama,20000000.0,2,4512,James Woods
166,6.5,Drama,50000000.0,2,14888,Bruce McGill
167,6.0,Comedy,140000000.0,1,8534,Kathy Bates
168,6.5,Action,210000000.0,2,1896,Don Cheadle
169,7.0,Drama,70000000.0,2,1979,Kevin Spacey
170,6.5,Drama,80000000.0,2,19152,Dylan Baker
171,6.5,Drama,170000000.0,2,1771,Giovanni Ribisi
172,6.5,Action,110000000.0,2,2461,Mel Gibson
173,6.5,Drama,80000000.0,2,8785,Ciarán Hinds
174,7.0,Drama,60000000.0,2,1121,Benicio del Toro
175,6.5,Action,220000000.0,2,2888,Will Smith
176,6.5,Comedy,240000000.0,2,21088,Alan Tudyk
177,6.5,Adventure,270000000.0,2,6162,Paul Bettany
178,6.5,Drama,40000000.0,2,1229,Jeff Bridges
179,6.5,Action,130000000.0,2,16851,Josh Brolin
180,6.5,Comedy,40000000.0,2,1903,Alan Arkin
181,6.0,Comedy,30000000.0,2,382,Bob Hoskins
182,6.5,Adventure,200000000.0,2,48,Sean Bean
183,6.5,Drama,270000000.0,2,1640,Stellan Skarsgård
184,6.5,Drama,40000000.0,2,819,Edward Norton
185,5.5,Comedy,80000000.0,1,38334,Jennifer Coolidge
186,6.5,Action,130000000.0,2,2176,Tommy Lee Jones
187,6.5,Comedy,190000000.0,1,12052,Gwyneth Paltrow
188,6.5,Comedy,110000000.0,1,9273,Amy Adams
189,6.0,Action,110000000.0,2,886,William Fichtner
190,6.5,Drama,90000000.0,2,2955,Chris Cooper
191,6.0,Comedy,30000000.0,2,17141,Greg Kinnear
192,5.5,Comedy,60000000.0,2,18471,Anthony Anderson
193,6.0,Action,40000000.0,2,9778,Ice Cube
194,6.0,Comedy,30000000.0,2,7166,Kevin Pollak
195,6.5,Comedy,190000000.0,2,4495,Steve Carell
196,7.0,Drama,200000000.0,1,1283,Helena Bonham Carter
197,6.5,Drama,80000000.0,1,3234,Joan Cusack
198,6.5,Drama,90000000.0,2,8349,Martin Sheen
199,6.5,Drama,40000000.0,1,3489,Naomi Watts
200,6.0,Action,110000000.0,2,1736,James Remar
201,6.5,Drama,150000000.0,1,524,Natalie Portman
202,6.0,Comedy,100000000.0,2,55638,Kevin Hart
203,6.0,Action,40000000.0,2,2295,Mickey Rourke
204,6.0,Action,130000000.0,1,17832,Carla Gugino
205,6.0,Drama,50000000.0,2,1733,Nick Nolte
206,6.5,Drama,130000000.0,2,110,Viggo Mortensen
207,6.5,Drama,130000000.0,2,2505,James Cromwell
208,6.5,Adventure,170000000.0,2,2387,Patrick Stewart
209,6.5,Adventure,190000000.0,2,109,Elijah Wood
210,6.5,Comedy,50000000.0,2,12799,Jeremy Piven
211,6.5,Action,120000000.0,2,10182,Ving Rhames
212,6.5,Drama,30000000.0,1,5916,Rosario Dawson
213,6.5,Drama,40000000.0,2,1158,Al Pacino
214,6.5,Comedy,40000000.0,2,20212,Dermot Mulroney
215,6.0,Action,100000000.0,2,5538,Ray Winstone
216,5.5,Drama,80000000.0,1,16866,Jennifer Lopez
217,7.0,Animation,390000000.0,2,7907,John Ratzenberger
218,6.0,Drama,40000000.0,1,1989,Celia Weston
219,6.0,Action,70000000.0,1,8170,Eva Mendes
220,6.0,Comedy,160000000.0,2,212,David Cross
221,6.5,Drama,20000000.0,2,9880,Sam Shepard
222,6.0,Comedy,70000000.0,2,13922,Seth Green
223,6.0,Comedy,50000000.0,1,9599,Cloris Leachman
224,6.0,Comedy,60000000.0,2,19159,Thomas Haden Church
225,6.0,Comedy,100000000.0,2,5726,Cedric the Entertainer
226,6.0,Comedy,190000000.0,2,15277,Jon Favreau
227,6.5,Drama,170000000.0,2,5658,Michael Gambon
228,6.0,Comedy,110000000.0,1,1772,Anna Faris
229,6.5,Comedy,50000000.0,2,6807,Sam Rockwell
230,6.5,Drama,40000000.0,2,2228,Sean Penn
231,6.5,Action,30000000.0,2,5365,Clifton Collins Jr
232,6.0,Comedy,70000000.0,2,53256,Terry Crews
233,6.0,Action,140000000.0,1,10696,Famke Janssen
234,6.5,Comedy,110000000.0,1,9827,Rose Byrne
235,6.5,Comedy,60000000.0,2,8447,Jeff Daniels
236,6.5,Comedy,60000000.0,2,18262,Richard Riehle
237,6.5,Comedy,100000000.0,2,1893,Casey Affleck
238,6.0,Comedy,200000000.0,2,83586,Ken Jeong
239,7.0,Action,200000000.0,2,65,Ian Holm
240,6.5,Drama,40000000.0,1,1920,Winona Ryder
241,6.5,Drama,160000000.0,2,11355,Jason Isaacs
242,6.0,Action,100000000.0,2,4252,Tony Shalhoub
243,6.5,Comedy,80000000.0,2,5048,Harry Dean Stanton
244,6.5,Drama,30000000.0,2,72466,Colin Farrell
245,6.0,Drama,50000000.0,2,1462,Tim Blake Nelson
246,6.0,Comedy,50000000.0,1,368,Reese Witherspoon
247,7.0,Drama,220000000.0,2,6193,Leonardo DiCaprio
248,6.5,Drama,60000000.0,2,131,Jake Gyllenhaal
249,6.5,Drama,140000000.0,2,9048,Clark Gregg
250,6.5,Drama,100000000.0,2,5472,Colin Firth
251,6.0,Comedy,30000000.0,2,2224,Christian Slater
252,6.5,Comedy,50000000.0,1,3051,Toni Collette
253,6.0,Comedy,40000000.0,2,6952,Charlie Sheen
254,6.5,Action,60000000.0,2,11885,John C. McGinley
255,6.5,Drama,30000000.0,2,133,Peter Sarsgaard
256,6.5,Drama,50000000.0,1,15735,Helen Mirren
257,6.5,Drama,130000000.0,1,20089,Jena Malone
258,6.0,Drama,70000000.0,2,6383,Aaron Eckhart
259,6.0,Comedy,100000000.0,2,68842,John Cho
260,6.0,Action,90000000.0,2,28641,Terence Stamp
261,6.0,Comedy,90000000.0,1,41087,Leslie Mann
262,6.0,Comedy,60000000.0,1,2956,Amanda Peet
263,6.0,Drama,50000000.0,2,4391,Charles Dance
264,6.5,Comedy,40000000.0,2,6486,Dan Hedaya
265,6.0,Comedy,110000000.0,2,4175,Jeffrey Tambor
266,7.0,Drama,150000000.0,1,7056,Emma Thompson
267,6.5,Comedy,70000000.0,2,1037,Harvey Keitel
268,6.5,Comedy,130000000.0,2,51329,Bradley Cooper
269,6.0,Comedy,80000000.0,1,4491,Jennifer Aniston
270,6.5,Action,30000000.0,2,569,Ethan Hawke
271,6.0,Comedy,170000000.0,2,539,Thomas Lennon
272,6.5,Drama,90000000.0,1,5151,Beth Grant
273,6.0,Comedy,30000000.0,2,9779,Morris Chestnut
274,6.5,Action,120000000.0,2,7132,Vincent D'Onofrio
275,6.0,Action,180000000.0,2,17605,Idris Elba
276,6.5,Drama,60000000.0,1,1246,Emily Mortimer
277,6.0,Drama,50000000.0,1,49,Maria Bello
278,6.5,Drama,120000000.0,2,11207,David Thewlis
279,6.0,Comedy,120000000.0,2,5587,Hank Azaria
280,6.5,Comedy,40000000.0,2,12438,Bob Balaban
281,6.0,Comedy,140000000.0,2,11357,Bruce Campbell
282,6.5,Adventure,400000000.0,2,1331,Hugo Weaving
283,6.5,Drama,140000000.0,2,3968,Michael Sheen
284,6.0,Comedy,70000000.0,2,8265,John Michael Higgins
285,6.5,Drama,50000000.0,2,52,David Morse
286,6.5,Drama,10000000.0,2,8945,Kevin Kline
287,6.0,Comedy,60000000.0,2,22132,M.C. Gainey
288,6.5,Action,210000000.0,2,11108,Simon Pegg
289,6.5,Drama,40000000.0,1,350,Laura Linney
290,6.0,Comedy,30000000.0,1,11664,Zooey Deschanel
291,6.0,Comedy,160000000.0,1,9575,Jada Pinkett Smith
292,6.5,Drama,40000000.0,2,6413,Danny Huston
293,7.0,Adventure,330000000.0,2,4566,Alan Rickman
294,5.5,Comedy,50000000.0,2,1211,Larry Miller
295,6.5,Drama,50000000.0,1,1579,Maggie Gyllenhaal
296,6.5,Comedy,90000000.0,1,6199,Miriam Margolyes
297,5.5,Comedy,80000000.0,2,60949,Rob Schneider
298,6.0,Comedy,60000000.0,1,56734,Chloë Grace Moretz
299,6.0,Action,120000000.0,2,18897,Jackie Chan
300,6.0,Comedy,30000000.0,2,19839,David Paymer
301,5.5,Comedy,50000000.0,1,56731,Jessica Alba
302,6.5,Drama,170000000.0,2,8784,Daniel Craig
303,6.0,Comedy,80000000.0,2,8984,Bill Pullman
304,6.0,Comedy,80000000.0,2,2130,Cary Elwes
305,6.5,Comedy,80000000.0,2,3291,Hugh Grant
306,6.5,Adventure,300000000.0,2,1333,Andy Serkis
307,7.0,Drama,250000000.0,2,9191,Timothy Spall
308,6.0,Drama,70000000.0,2,1205,Richard Gere
309,6.0,Drama,30000000.0,1,9780,Angela Bassett
310,6.5,Drama,50000000.0,2,4808,Giancarlo Esposito
311,6.5,Action,240000000.0,1,8691,Zoe Saldana
312,6.5,Adventure,360000000.0,2,1327,Ian McKellen
313,6.0,Comedy,40000000.0,2,67773,Steve Martin
314,6.0,Comedy,20000000.0,2,2778,Dennis Hopper
315,6.0,Comedy,170000000.0,2,57599,Seann William Scott
316,6.0,Drama,20000000.0,1,7517,Kate Bosworth
317,6.0,Action,90000000.0,2,11159,Cheech Marin
318,6.0,Comedy,60000000.0,2,1062,Christopher Lloyd
319,6.5,Comedy,80000000.0,2,17178,Patrick Wilson
320,6.0,Comedy,40000000.0,2,16165,Jon Lovitz
321,6.5,Action,50000000.0,2,2983,Mark Strong
322,6.5,Comedy,30000000.0,1,3092,Diane Keaton
323,6.5,Comedy,110000000.0,2,4785,Jeff Goldblum
324,6.5,Drama,180000000.0,2,2232,Michael Keaton
325,6.5,Drama,50000000.0,1,6161,Jennifer Connelly
326,7.0,Comedy,80000000.0,1,53714,Rachel McAdams
327,6.5,Action,90000000.0,2,1271,Andy García
328,6.5,Drama,50000000.0,1,15852,Ashley Judd
329,5.5,Drama,70000000.0,1,955,Penélope Cruz
330,6.0,Drama,70000000.0,1,12041,Julia Stiles
331,6.0,Drama,50000000.0,1,63,Milla Jovovich
332,6.5,Animation,190000000.0,2,12077,Jim Cummings
333,6.0,Action,130000000.0,1,4587,Halle Berry
334,6.5,Drama,50000000.0,2,3911,John Carroll Lynch
335,7.0,Drama,200000000.0,1,116,Keira Knightley
336,6.0,Comedy,80000000.0,1,28640,Molly Shannon
337,6.0,Comedy,100000000.0,2,58225,Zach Galifianakis
338,6.0,Comedy,100000000.0,2,17697,John Krasinski
339,6.0,Comedy,90000000.0,2,59841,Matt Walsh
340,6.0,Comedy,60000000.0,2,4756,Matthew Broderick
341,6.0,Comedy,60000000.0,2,20753,Fred Willard
342,6.5,Adventure,150000000.0,2,378,Jonathan Pryce
343,6.5,Drama,40000000.0,1,1160,Michelle Pfeiffer
344,6.0,Comedy,40000000.0,2,52997,Rob Corddry
345,6.0,Action,80000000.0,2,21028,Anton Yelchin
346,6.5,Drama,90000000.0,2,227,William Hurt
347,6.5,Action,190000000.0,2,12835,Vin Diesel
348,6.0,Drama,40000000.0,1,13023,Colleen Camp
349,6.5,Action,70000000.0,2,349,Scott Glenn
350,6.5,Drama,40000000.0,2,10823,Kris Kristofferson
351,6.5,Drama,60000000.0,1,6832,Melissa Leo
352,6.0,Comedy,100000000.0,2,9657,Patrick Warburton
353,6.5,Adventure,300000000.0,2,1923,Robbie Coltrane
354,6.0,Comedy,70000000.0,2,11512,John Heard
355,6.0,Comedy,60000000.0,1,17696,Kathryn Hahn
356,6.5,Drama,100000000.0,2,24045,Joseph Gordon-Levitt
357,6.0,Action,220000000.0,2,4581,Steve Coogan
358,6.0,Action,20000000.0,2,5168,Gabriel Byrne
359,6.0,Comedy,40000000.0,2,51944,Mike Epps
360,6.5,Comedy,80000000.0,1,9137,Renée Zellweger
361,6.0,Drama,40000000.0,2,2628,Kiefer Sutherland
362,6.0,Action,80000000.0,2,4589,Benjamin Bratt
363,6.5,Action,70000000.0,2,18792,Delroy Lindo
364,5.5,Adventure,40000000.0,2,18269,Brendan Fraser
365,6.5,Comedy,60000000.0,1,17140,Abigail Breslin
366,6.5,Adventure,390000000.0,2,113,Christopher Lee
367,6.0,Comedy,140000000.0,1,52792,Maya Rudolph
368,6.5,Comedy,60000000.0,2,3085,James Caan
369,6.5,Comedy,90000000.0,1,1294,Missi Pyle
370,6.0,Comedy,30000000.0,1,17773,Gabrielle Union
371,6.0,Comedy,170000000.0,2,21200,Will Arnett
372,6.0,Comedy,60000000.0,1,1922,Catherine Zeta-Jones
373,6.0,Adventure,150000000.0,1,37917,Kristen Stewart
374,6.0,Drama,30000000.0,1,6886,Christina Ricci
375,6.0,Action,120000000.0,1,140,Lucy Liu
376,5.5,Comedy,80000000.0,1,18979,Christina Applegate
377,6.5,Action,60000000.0,2,534,Mark Boone Junior
378,6.5,Action,90000000.0,2,6856,Kurt Russell
379,6.5,Drama,50000000.0,1,13333,Vanessa Redgrave
380,6.0,Comedy,120000000.0,2,1897,Bernie Mac
381,6.5,Drama,70000000.0,2,4029,Bob Gunton
382,6.5,Comedy,20000000.0,2,4691,James Gandolfini
383,6.0,Action,90000000.0,2,141762,Joe Chrest
384,6.5,Drama,110000000.0,2,12074,John Lithgow
385,6.5,Action,100000000.0,2,147,Michael Madsen
386,6.0,Drama,50000000.0,1,3416,Demi Moore
387,6.5,Comedy,90000000.0,1,15250,Hope Davis
388,6.5,Action,300000000.0,2,17604,Jeremy Renner
389,6.5,Drama,90000000.0,2,8986,James Rebhorn
390,6.0,Comedy,20000000.0,1,3897,Katie Holmes
391,6.5,Drama,80000000.0,2,129868,J.D. Evermore
392,6.5,Action,60000000.0,2,12834,Barry Pepper
393,6.5,Comedy,110000000.0,1,3063,Tilda Swinton
394,6.0,Drama,10000000.0,2,11155,Thomas Jane
395,6.5,Drama,70000000.0,2,6752,Zeljko Ivanek
396,6.5,Drama,40000000.0,2,81681,Denis O'Hare
397,6.0,Comedy,40000000.0,2,537,Stephen Tobolowsky
398,5.5,Drama,40000000.0,2,26457,Matthew Lillard
399,6.0,Comedy,50000000.0,1,7401,Lin Shaye
400,6.5,Drama,90000000.0,1,10690,Anna Paquin
401,6.5,Drama,40000000.0,1,452,Margo Martindale
402,6.5,Action,250000000.0,2,20582,Michael Papajohn
403,6.5,Action,270000000.0,2,16828,Chris Evans
404,6.0,Comedy,20000000.0,2,33654,Breckin Meyer
405,6.5,Action,40000000.0,2,7248,Cliff Curtis
406,6.5,Drama,60000000.0,2,73421,Joaquin Phoenix
407,6.5,Action,180000000.0,2,938,Djimon Hounsou
408,6.0,Comedy,40000000.0,1,11661,Kate Hudson
409,6.0,Comedy,20000000.0,2,4443,Christopher McDonald
410,6.5,Drama,50000000.0,2,16861,John Hawkes
411,6.0,Drama,20000000.0,2,8924,Frank Langella
412,6.0,Drama,20000000.0,2,588,M. Emmet Walsh
413,6.0,Comedy,80000000.0,1,6751,Siobhan Fallon
414,6.5,Action,250000000.0,2,20982,Marton Csokas
415,6.0,Comedy,20000000.0,2,56890,Malcolm McDowell
416,6.0,Drama,50000000.0,2,883,Will Patton
417,6.5,Drama,50000000.0,2,15854,Ted Levine
418,7.0,Drama,290000000.0,1,10978,Maggie Smith
419,5.5,Comedy,60000000.0,2,18976,Ashton Kutcher
420,5.5,Comedy,60000000.0,2,32907,Nick Swardson
421,6.0,Action,190000000.0,2,12797,Glenn Morshower
422,6.0,Action,130000000.0,2,8167,Paul Walker
423,6.0,Comedy,140000000.0,1,29214,Anne Fletcher
424,6.5,Comedy,50000000.0,2,504,Tim Robbins
425,6.5,Drama,80000000.0,1,32,Robin Wright
426,6.5,Comedy,80000000.0,2,3392,Michael Douglas
427,6.0,Comedy,30000000.0,1,9781,Nia Long
428,6.0,Comedy,40000000.0,2,36801,Adam Scott
429,7.0,Drama,100000000.0,2,1665,Eddie Marsan
430,6.0,Drama,60000000.0,1,3293,Rachel Weisz
431,6.5,Drama,80000000.0,2,2201,Max von Sydow
432,5.5,Comedy,20000000.0,2,4688,Michael Rapaport
433,6.5,Drama,90000000.0,2,514,Jack Nicholson
434,5.5,Action,100000000.0,2,10697,Alan Cumming
435,6.0,Drama,90000000.0,2,20286,Toby Kebbell
436,7.0,Drama,70000000.0,2,190,Clint Eastwood
437,6.0,Comedy,-0.0,2,21731,Michael McKean
438,6.5,Drama,60000000.0,2,16431,Sam Elliott
439,6.0,Comedy,150000000.0,1,56322,Amy Poehler
440,6.0,Action,60000000.0,2,14329,Dean Norris
441,6.0,Action,60000000.0,2,9656,Johnny Knoxville
442,6.0,Comedy,90000000.0,2,8854,Bill Cobbs
443,6.5,Drama,90000000.0,2,4935,Pete Postlethwaite
444,6.5,Drama,180000000.0,2,2037,Cillian Murphy
445,6.5,Action,200000000.0,2,3491,Thomas Kretschmann
446,6.0,Action,120000000.0,2,1064,Crispin Glover
447,6.0,Drama,60000000.0,1,11703,Kerry Washington
448,6.0,Comedy,80000000.0,1,55536,Melissa McCarthy
449,6.0,Action,70000000.0,2,532,Joe Pantoliano
450,6.5,Drama,60000000.0,1,1951,Elisabeth Shue
451,6.5,Drama,90000000.0,1,8436,Miranda Richardson
452,6.0,Science Fiction,60000000.0,2,1748,William Shatner
453,6.0,Drama,60000000.0,2,11398,Cary-Hiroyuki Tagawa
454,6.0,Drama,20000000.0,2,7004,Paul Sorvino
455,6.5,Adventure,150000000.0,2,9906,Desmond Llewelyn
456,6.0,Action,110000000.0,2,62862,Danny McBride
457,6.0,Drama,30000000.0,2,2299,Josh Hartnett
458,6.0,Comedy,60000000.0,2,78029,Martin Lawrence
459,6.5,Comedy,60000000.0,1,5081,Emily Blunt
460,6.5,Comedy,70000000.0,1,2453,Mary Steenburgen
461,6.5,Comedy,130000000.0,1,54693,Emma Stone
462,6.0,Action,70000000.0,2,1003,Jean Reno
463,7.0,Comedy,40000000.0,2,18472,Kevin Corrigan
464,6.0,Comedy,60000000.0,2,10825,Donal Logue
465,6.0,Comedy,100000000.0,2,71403,Rob Riggle
466,6.5,Action,120000000.0,2,10132,Colm Feore
467,6.0,Comedy,40000000.0,1,9788,Regina King
468,6.5,Comedy,100000000.0,1,1981,Alfre Woodard
469,6.5,Action,90000000.0,2,6573,William Sadler
470,6.0,Comedy,50000000.0,1,4726,Marcia Gay Harden
471,6.5,Drama,60000000.0,2,3490,Adrien Brody
