,0,1
762,1813,20469
763,1813,8191
764,1098036,3894
765,1098036,3895
766,1098036,3896
767,1098036,83271
768,1098036,21416
769,1098036,941
770,1098036,10689
771,1098036,1480130
772,1098036,16841
773,1098036,8654
774,1098036,2524
775,1098036,24045
776,1098036,2037
777,1098036,20469
778,1098036,8191
779,3894,3895
780,3894,3896
781,3894,83271
782,3894,21416
783,3894,941
784,3894,10689
785,3894,1480130
786,3894,16841
787,3894,8654
788,3894,2524
789,3894,24045
790,3894,2037
791,3894,20469
792,3894,8191
793,3895,3896
794,3895,83271
795,3895,21416
796,3895,941
797,3895,10689
798,3895,1480130
799,3895,16841
800,3895,8654
801,3895,2524
802,3895,24045
803,3895,2037
804,3895,20469
805,3895,8191
806,3896,83271
807,3896,21416
808,3896,941
809,3896,10689
810,3896,1480130
811,3896,16841
812,3896,8654
813,3896,2524
814,3896,24045
815,3896,2037
816,3896,20469
817,3896,8191
818,83271,21416
819,83271,941
820,83271,10689
821,83271,1480130
822,83271,16841
823,83271,8654
824,83271,2524
825,83271,24045
826,83271,2037
827,83271,20469
828,83271,8191
829,21416,941
830,21416,10689
831,21416,1480130
832,21416,16841
833,21416,8654
834,21416,2524
835,21416,24045
836,21416,2037
837,21416,20469
838,21416,8191
839,941,10689
840,941,1480130
841,941,16841
842,941,8654
843,941,2524
844,941,24045
845,941,2037
846,941,20469
847,941,8191
848,10689,1480130
849,10689,16841
850,10689,8654
851,10689,2524
852,10689,24045
853,10689,2037
854,10689,20469
855,10689,8191
856,1480130,16841
857,1480130,8654
858,1480130,2524
859,1480130,24045
860,1480130,2037
861,1480130,20469
862,1480130,8191
863,16841,8654
864,16841,2524
865,16841,24045
866,16841,2037
867,16841,20469
868,16841,8191
869,8654,2524
870,8654,24045
871,8654,2037
872,8654,20469
873,8654,8191
874,2524,24045
875,2524,2037
876,2524,20469
877,2524,8191
878,24045,2037
879,24045,20469
880,24045,8191
881,2037,20469
882,2037,8191
883,20469,8191
884,17287,17419
885,17287,2206
886,17287,2983
887,17287,5293
888,17287,21044
889,17287,57675
890,17287,8785
891,17287,19159
892,17287,118617
893,17287,60900
894,17287,17648
895,17419,2206
896,17419,2983
897,17419,5293
898,17419,21044
899,17419,57675
900,17419,8785
901,17419,19159
902,17419,118617
903,17419,60900
904,17419,17648
